Title,Corp,Condition,Location,Tag,Link
브랜드 매니저 채용,(주)펄송,신입·경력고졸↑정규직,서울서초구,"마케팅, 마케팅기획, 마케팅전략, 브랜드마케팅, 쇼핑몰 외 수정일 22/10/26",https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=44293951
[시원스쿨] 시스템관리자(SE) 채용,(주)에스제이더블유인터내셔널,경력 1~3년학력무관정규직,서울영등포구,"C++, 클라우드, 솔루션, 네트워크, SE(시스템엔지니어) 외 등록일 22/11/15",https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=44439467
[용인] 르노코리아자동차 중앙연구소 재무본부 사무직 채용,동호에이치알(주),"경력무관대졸↑계약직·인턴직2,970 이상 (면접 후 협의)",경기용인시 기흥구,"Excel, 비서, 재무, 회계, 재무회계 외 등록일 22/11/09",https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=44398544
[경력] Project 사무 행정 지원,(주)알체라,경력 1~4년학력무관계약직,경기성남시 분당구,"사무보조, 사무행정, 인사, 인력관리, 소프트웨어개발 등록일 22/11/18",https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=44465976
[주35H/탄력] AI 영상처리 기반 인식 Algorithm 개발자 (경력),(주)에프에스솔루션,경력5년↑석사↑정규직,경기성남시 수정구,"C언어, 머신러닝, OpenCV, C++, Python 외 수정일 22/11/18",https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=44320773
[청년친화 강소기업] 케이웨더㈜ 대표이사 비서 채용,케이웨더㈜,경력무관학력무관정규직,서울구로구,"비서, 문서작성, 임원비서, 수행비서, 내방객응대 외 등록일 22/11/03",https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=44356028
자동화장비 PLC 및 PC 자동제어 정규직 - 경력,(주)휴빅스,"경력 3~12년학력무관정규직4,500 만원",경기의왕시,"C언어, PLC, C#, C++, 자동제어 외 등록일 22/11/16",https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=44444841
[기술연구소] SW/시험/SQA/PM/HW 직군별 하반기 채용모집,(주)모토텍,신입·경력초대졸↑정규직,경기수원시 영통구,"PM(프로젝트매니저), C언어, R&D, R&D기획, PLC 외 수정일 22/11/08",https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=44174196
화장품  일본 영업 정규직 직원 모십니다.,에이치컴바인드(주),신입·경력학력무관정규직,서울강남구,"영업, 무역영어, 해외영업, 해외시장개척, 해외영업관리 외 수정일 22/11/18",https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=44464386
[500만의 선택 데이트팝] 부산 정규직 로컬 매니저 모집 (영업),(주)텐핑거스,경력무관학력무관정규직,부산해운대구,"영업, 영업관리, 영업직, 영업기획, 기획 외 수정일 22/10/17",https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=44125456
